no	url	Lat	Lng	Price	DateListed	LastEdit	SelerType	Make	Model	Variant	BodyType	Year	Km	Trans	DriveTrain	Fuel	AC	Cyl	EngLit	Reg	RegExp	RegNum	Country	State
1	https://www.gumtree.com.au//s-ad/medowie/cars-vans-utes/onsite-cabin-at-birubi-beach-caravan-park/1141061937	-32.738998	151.880454	92500	 05/03/2017	 05/03/2017	Private seller	Abarth	Other			1985	0				Yes	0	n				Italy	New South Wales
2	https://www.gumtree.com.au//s-ad/randwick/cars-vans-utes/cash-for-all-cars-vans-utes-trucks-any-condition-any-make/1137275136	-33.91319	151.240563	5000	 28/01/2017	 28/01/2017	Private seller	Abarth	Other			2000	0					0	n				Italy	New South Wales
3	https://www.gumtree.com.au//s-ad/port-melbourne/cars-vans-utes/2011-abarth-500-series-1-esseesse-mta-c-red-5-speed-seq-manual-auto-clutch-convertible/1139120319	-37.8302536	144.9322052	22490	 28/02/2017	 28/02/2017	Dealer used	Abarth	500	ESSEESSE	Convertible	2011	85874	Automatic	Front Wheel Drive	Petrol - Premium Unleaded	Yes	4	1	Yes	01-01-18	1DD4DY	Italy	Victoria
4	https://www.gumtree.com.au//s-ad/brooklyn/cars-vans-utes/2012-abarth-500-series-1-esseesse-mta-c-grey-5-speed-seq-manual-auto-clutch-convertible/1141401931	-37.82104492	144.8493805	22990	 08/03/2017	 08/03/2017	Dealer used	Abarth	500	ESSEESSE	Convertible	2012	54876	Automatic	Front Wheel Drive	Petrol - Premium Unleaded	Yes	4	1			ZJD318	Italy	Victoria
5	https://www.gumtree.com.au//s-ad/rothwell/cars-vans-utes/12-2004-softail-deuce/1130371627	-27.217668	153.056179	22000	 10/01/2017	 15/02/2017	Private seller	Abarth	Other			2004	22400					0	n				Italy	Queensland
6	https://www.gumtree.com.au//s-ad/stretton/cars-vans-utes/2013-abarth-695-convertible-edizione-maserati-finance-available/1137697602	-27.623333	153.067778	37777	 31/01/2017	 31/01/2017	Private seller	Abarth	695	EDIZIONE MASERATI	Convertible	2013	49121	Automatic	Front Wheel Drive	Petrol - Premium Unleaded	Yes	4	1	Yes			Italy	Queensland
7	https://www.gumtree.com.au//s-ad/myaree/cars-vans-utes/2015-abarth-595-series-3-competizione-dualogic-white-5-speed-sports-automatic-single-clutch/1139437304	-32.04154968	115.8156052	38990	 04/03/2017	 04/03/2017	Dealer used	Abarth	595	COMPETIZIONE	Hatchback	2015	150	Automatic	Front Wheel Drive	Petrol - Premium Unleaded	Yes	4	1	Yes	01-06-17	1GAT035	Italy	Western Australia
8	https://www.gumtree.com.au//s-ad/rozelle/cars-vans-utes/2011-abarth-695-series-1-tributo-ferrari-mta-red-5-speed-seq-manual-auto-clutch-hatchback/1140587018	-33.86510468	151.1772614	36800	 28/02/2017	 28/02/2017	Dealer used	Abarth	695	TRIBUTO FERRARI	Hatchback	2011	22738	Automatic	Front Wheel Drive	Petrol - Premium Unleaded	Yes	4	1			DHC16L	Italy	New South Wales
9	https://www.gumtree.com.au//s-ad/myaree/cars-vans-utes/2016-abarth-595-series-3-competizione-dualogic-grey-5-speed-sports-automatic-single-clutch/1140816497	-32.04154968	115.8156052	34990	 12/03/2017	 12/03/2017	Dealer used	Abarth	595	COMPETIZIONE	Convertible	2016	11874	Automatic	Front Wheel Drive	Petrol - Premium Unleaded	Yes	4	1	No	01-03-17	1GEP654	Italy	Western Australia
10	https://www.gumtree.com.au//s-ad/kenwick/cars-vans-utes/spray-booth-brand-new/1138810847	-32.027163	115.981115	15000	 11/02/2017	 22/02/2017	Private seller	Abarth	Other			2017	0	Automatic	Front Wheel Drive			0	n				Italy	Western Australia
11	https://www.gumtree.com.au//s-ad/sydney-city/cars-vans-utes/michael-s-car/1140504236	-33.868742	151.209147	127999	 28/02/2017	 28/02/2017	Private seller	Abarth	124	SPIDER	Coupe (2 door)	2017	99999	Manual	Rear Wheel Drive	Petrol - Premium Unleaded	Yes	4	1				Italy	New South Wales
12	https://www.gumtree.com.au//s-ad/zetland/cars-vans-utes/2017-abarth-124-spider-spider-jet-black-8-speed-automatic-roadster/1141286744	-33.90745544	151.2085876	46990	 07/03/2017	 07/03/2017	Dealer new	Abarth	Other	SPIDER	Coupe (2 door)	2017	10	Automatic	Rear Wheel Drive	Petrol - Premium Unleaded	Yes	4	1				Italy	New South Wales
13	https://www.gumtree.com.au//s-ad/zetland/cars-vans-utes/2017-abarth-124-spider-spider-red-8-speed-automatic-roadster/1141287147	-33.90745544	151.2085876	46990	 07/03/2017	 07/03/2017	Dealer new	Abarth	Other	SPIDER	Coupe (2 door)	2017	10	Automatic	Rear Wheel Drive	Petrol - Premium Unleaded	Yes	4	1				Italy	New South Wales
14	https://www.gumtree.com.au//s-ad/zetland/cars-vans-utes/2017-abarth-124-spider-spider-aluminium-6-speed-manual-roadster/1141287587	-33.90745544	151.2085876	43990	 07/03/2017	 07/03/2017	Dealer new	Abarth	Other	SPIDER	Coupe (2 door)	2017	10	Manual	Rear Wheel Drive	Petrol - Premium Unleaded	Yes	4	1				Italy	New South Wales
15	https://www.gumtree.com.au//s-ad/north-curl-curl/cars-vans-utes/2017-abarth-124-spider-spider-crystal-white-pearl-tri-coat-8-speed-automatic-roadster/1141540426	-33.75870514	151.279953	45990	 10/03/2017	 10/03/2017	Dealer new	Abarth	Other	SPIDER	Coupe (2 door)	2017	5	Automatic	Rear Wheel Drive	Petrol - Premium Unleaded	Yes	4	1				Italy	New South Wales
16	https://www.gumtree.com.au//s-ad/mount-gravatt/cars-vans-utes/2016-abarth-124-spider-black-6-speed-manual-roadster/1127967880	-27.53571701	153.0776672	44500	 09/03/2017	 09/03/2017	Dealer demo	Abarth	Other	SPIDER	Coupe (2 door)	2016	3121	Manual	Rear Wheel Drive	Petrol - Premium Unleaded	Yes	4	1			CRICKS	Italy	Queensland
17	https://www.gumtree.com.au//s-ad/zetland/cars-vans-utes/2017-abarth-124-spider-spider-dynamic-blue-8-speed-automatic-roadster/1141287982	-33.90745544	151.2085876	46990	 07/03/2017	 07/03/2017	Dealer new	Abarth	Other	SPIDER	Coupe (2 door)	2017	10	Automatic	Rear Wheel Drive	Petrol - Premium Unleaded	Yes	4	1				Italy	New South Wales
18	https://www.gumtree.com.au//s-ad/north-curl-curl/cars-vans-utes/2016-abarth-124-spider-spider-jet-black-6-speed-manual-roadster/1136487123	-33.75870514	151.279953	46980	 03/03/2017	 03/03/2017	Dealer new	Abarth	Other	SPIDER	Coupe (2 door)	2016	5	Manual	Rear Wheel Drive	Petrol - Premium Unleaded	Yes	4	1				Italy	New South Wales
19	https://www.gumtree.com.au//s-ad/zetland/cars-vans-utes/2016-abarth-124-spider-spider-jet-black-8-speed-automatic-roadster/1140106589	-33.90745544	151.2085876	46990	 10/03/2017	 10/03/2017	Dealer new	Abarth	Other	SPIDER	Coupe (2 door)	2016	10	Automatic	Rear Wheel Drive	Petrol - Premium Unleaded	Yes	4	1				Italy	New South Wales
20	https://www.gumtree.com.au//s-ad/hallam/cars-vans-utes/2016-abarth-595-series-3-white-5-speed-manual-hatchback/1139828698	-38.00831223	145.2750549	25808	 11/03/2017	 11/03/2017	Dealer used	Abarth	595		Hatchback	2016	2820	Manual	Front Wheel Drive	Petrol - Unleaded	Yes	4	1	Yes	01-09-17	AJI245	Italy	Victoria
21	https://www.gumtree.com.au//s-ad/st-marys/cars-vans-utes/2016-abarth-124-spider-launch-edition-white-6-speed-sports-automatic-roadster/1136494766	-35.01038742	138.5771179	40989	 09/03/2017	 09/03/2017	Dealer used	Abarth	Other	SPIDER LAUNCH EDITION	Coupe (2 door)	2016	911	Automatic	Rear Wheel Drive	Petrol - Premium Unleaded	Yes	4	1	No	01-01-17	S433BNI	Italy	South Australia
22	https://www.gumtree.com.au//s-ad/castlemaine/cars-vans-utes/1968-alfa-romeo-gtv-coupe/1137958342	-37.058136	144.2185006	48500	 03/02/2017	 03/02/2017	Private seller	Alfa Romeo	GTV		Coupe (2 door)	1968	61733	Manual	Rear Wheel Drive			0	n				Italy	Victoria
23	https://www.gumtree.com.au//s-ad/tuggerawong/cars-vans-utes/1966-alfa-romeo-giulia-coupe/1141639604	-33.2838797	151.4712744	35000	 11/03/2017	 11/03/2017	Private seller	Alfa Romeo	Giulia	SPRINT GT VELOCE	Coupe (2 door)	1966	44000	Manual	Rear Wheel Drive	Petrol - Leaded	No	4	1	No			Italy	New South Wales
24	https://www.gumtree.com.au//s-ad/richmond/cars-vans-utes/1970-alfa-romeo-berlina-sedan/1139930935	-34.938527	138.562649	24950	 08/03/2017	 08/03/2017	Dealer used	Alfa Romeo	Berlina	1750	Sedan	1970	52542	Manual	Rear Wheel Drive	Petrol - Leaded	No	4	1	No			Italy	South Australia
25	https://www.gumtree.com.au//s-ad/footscray/cars-vans-utes/1979-alfa-romeo-2000-spider-great-value-22-900-/1138689504	-37.800262	144.906017	22900	 10/03/2017	 10/03/2017	Dealer used	Alfa Romeo	Spider	2000 VELOCE	Coupe (2 door)	1976	150633	Manual	Rear Wheel Drive	Petrol - Leaded	No	4	2	No			Italy	Victoria
26	https://www.gumtree.com.au//s-ad/strathalbyn/cars-vans-utes/alfa-romeo-alfetta-gtv-2000/1113103385	-35.1926394	139.0051263	8990	 16/05/2016	 28/10/2016	Private seller	Alfa Romeo	Alfetta	GTV 2000L	Coupe (2 door)	1981	40000	Manual	Rear Wheel Drive	Petrol - Leaded	Yes	4	2	Yes			Italy	South Australia
27	https://www.gumtree.com.au//s-ad/seven-hills/cars-vans-utes/alfa-romeo-alfasud-16v-1-7l-supercharged-race-car/1136291759	-33.776621	150.938759	11000	 18/01/2017	 18/01/2017	Private seller	Alfa Romeo	Alfasud	Ti	Coupe (2 door)	1979	0	Manual	Front Wheel Drive	Petrol - Leaded	No	4	1				Italy	New South Wales
28	https://www.gumtree.com.au//s-ad/brunswick/cars-vans-utes/1982-alfa-romeo-alfasud-sedan/1139421205	-37.766386	144.961282	8200	 20/02/2017	 20/02/2017	Private seller	Alfa Romeo	Alfasud	SUPER	Sedan	1982	120000	Manual	Front Wheel Drive	Petrol - Leaded	No	4	1	Yes	30-03-17		Italy	Victoria
29	https://www.gumtree.com.au//s-ad/rossmore/cars-vans-utes/1984-alfa-romeo-alfasud-sprint/1129081466	-33.9224	150.76964	10000	 07/11/2016	 07/11/2016	Private seller	Alfa Romeo	Alfasud	SPRINT	Coupe (2 door)	1984	3.00E+05	Manual	Front Wheel Drive	Petrol - Leaded	No	4	1	No			Italy	New South Wales
30	https://www.gumtree.com.au//s-ad/woodside/cars-vans-utes/collectable-classic-cars-1980-alfa-spider/1133723871	-34.936808	138.883198	24990	 09/03/2017	 09/03/2017	Dealer used	Alfa Romeo	Other		Convertible	1980	124689	Manual	Rear Wheel Drive	Petrol - Unleaded	No	0	n	No			Italy	South Australia
31	https://www.gumtree.com.au//s-ad/woody-point/cars-vans-utes/alfa-romeo-berlina-2000/1135569171	-27.255155	153.102239	16000	 01/03/2017	 07/03/2017	Private seller	Alfa Romeo	Berlina	2000	Sedan	1974	1.00E+05	Manual	Rear Wheel Drive	Petrol - Leaded	No	4	2	Yes	18-06-17	064WWQ	Italy	Queensland
32	https://www.gumtree.com.au//s-ad/ocean-grove/cars-vans-utes/alfa-romeo-spider-1977/1128593881	-38.262914	144.535324	13500	 02/11/2016	 02/11/2016	Private seller	Alfa Romeo	Spider		Convertible	1977	77000	Manual	Rear Wheel Drive	Petrol - Premium Unleaded	No	0	n				Italy	Victoria
33	https://www.gumtree.com.au//s-ad/osborne-park/cars-vans-utes/1984-alfa-romeo-spider-2-0/1134667918	-31.904751	115.816857	19990	 04/01/2017	 04/01/2017	Private seller	Alfa Romeo	Spider			1984	147329	Manual	Rear Wheel Drive	Petrol - Premium Unleaded	No	0	n	Yes		1CNX979	Italy	Western Australia
34	https://www.gumtree.com.au//s-ad/tullamarine/cars-vans-utes/alfa-romeo-giulietta-2-0l/1139713591	-37.705459	144.872165	3000	 06/03/2017	 06/03/2017	Private seller	Alfa Romeo	Giulietta	2	Sedan	1985	150000	Manual	Rear Wheel Drive	Petrol - Leaded	No	4	2				Italy	Victoria
35	https://www.gumtree.com.au//s-ad/port-melbourne/cars-vans-utes/1986-alfa-romeo-spider-black-manual-roadster/1140808274	-37.83295822	144.9198303	24990	 03/03/2017	 03/03/2017	Dealer used	Alfa Romeo	Spider		Other	1986	101423	Manual	Rear Wheel Drive	Petrol - Unleaded	No	0	n				Italy	Victoria
36	https://www.gumtree.com.au//s-ad/bowral/cars-vans-utes/1986-alfa-romeo-alfetta-gtv-coupe/1137696814	-34.479167	150.418056	12000	 31/01/2017	 31/01/2017	Private seller	Alfa Romeo	GTV	2	Coupe (2 door)	1986	99999	Manual	Rear Wheel Drive	Petrol - Leaded	No	4	2	No			Italy	New South Wales
37	https://www.gumtree.com.au//s-ad/adelaide-cbd/cars-vans-utes/alfa-romeo-alfetta/1136714717	-34.928497	138.600744	2000	 22/01/2017	 02/02/2017	Private seller	Alfa Romeo	Alfetta	2.0L	Sedan	1983	420000	Manual	Rear Wheel Drive	Petrol - Leaded	No	4	2	Yes			Italy	South Australia
38	https://www.gumtree.com.au//s-ad/carina/cars-vans-utes/alfa-romeo-spider/1139739972	-27.487791	153.099	17650	 20/02/2017	 22/02/2017	Private seller	Alfa Romeo	Spider		Convertible	1983	103600	Manual	Rear Wheel Drive	Petrol - Unleaded	No	0	n	Yes			Italy	Queensland
39	https://www.gumtree.com.au//s-ad/perth/cars-vans-utes/1987-alfa-romeo-75-sedan/1136083083	-31.950524	115.860463	2500	 17/01/2017	 23/02/2017	Private seller	Alfa Romeo	75	2.5	Sedan	1987	157400	Manual	Rear Wheel Drive	Petrol - Unleaded	No	6	2	Yes		1DRT053	Italy	Western Australia
40	https://www.gumtree.com.au//s-ad/noosaville/cars-vans-utes/alfa-gtv-race-car-1981-2l/1140826921	-26.423298	153.060907	3500	 03/03/2017	 03/03/2017	Private seller	Alfa Romeo	GTV	2	Coupe (2 door)	1981	0	Manual	Rear Wheel Drive	Petrol - Leaded	No	4	2				Italy	Queensland
41	https://www.gumtree.com.au//s-ad/turners-beach/cars-vans-utes/1980-alfa-romeo-sprint-hatchback/1132792852	-41.168817	146.23562	3000	 24/01/2017	 24/01/2017	Private seller	Alfa Romeo	Sprint		Hatchback	1980	1.00E+05					0	n	Yes	01-04-17	FF 5479	Italy	Tasmania
42	https://www.gumtree.com.au//s-ad/oaks-estate/cars-vans-utes/custom-built-alfa-romeo-sud/1139713351	-35.34006	149.228193	6600	 20/02/2017	 20/02/2017	Private seller	Alfa Romeo	Alfasud			1980	0	Manual				0	n	No			Italy	Australian Capital Territory
43	https://www.gumtree.com.au//s-ad/tolga/cars-vans-utes/1989-alfa-romeo-75-sedan/1139474396	-17.191643	145.464828	3500	 18/02/2017	 20/02/2017	Private seller	Alfa Romeo	75	3	Sedan	1989	196000	Manual	Rear Wheel Drive	Petrol - Unleaded		6	3	No			Italy	Queensland
44	https://www.gumtree.com.au//s-ad/craigie/cars-vans-utes/alfa-romeo-168-sports-plus-164-auto-plus-lots-of-extras/1130528247	-31.787	115.768	5500	 22/11/2016	 20/12/2016	Private seller	Alfa Romeo	164	3.0 V6	Sedan	1989	190000	Automatic	Front Wheel Drive	Petrol - Unleaded	Yes	6	n	Yes	14-03-17		Italy	Western Australia
45	https://www.gumtree.com.au//s-ad/morayfield/cars-vans-utes/1996-alfa-romeo-other-hatchback/1140451809	-27.130817	152.940846	6000	 27/02/2017	 27/02/2017	Private seller	Alfa Romeo	Other		Hatchback	1996	2.00E+05	Manual	Front Wheel Drive	Diesel		0	n	No			Italy	Queensland
46	https://www.gumtree.com.au//s-ad/red-hill/cars-vans-utes/1991-alfa-romeo-164-sedan/1131294994	-35.33346	149.120636	3900	 29/11/2016	 15/02/2017	Private seller	Alfa Romeo	164	QUADRIFOGLIO	Sedan	1991	180000	Manual	Front Wheel Drive	Petrol - Unleaded	Yes	6	3				Italy	Australian Capital Territory
47	https://www.gumtree.com.au//s-ad/williamstown/cars-vans-utes/alpha-romeo-twin-spark-sudan-manual/1128519630	-37.861296	144.889936	2500	 02/11/2016	 30/01/2017	Private seller	Alfa Romeo	156	2.0 TWIN SPARK	Sedan	1999	151500	Manual	Front Wheel Drive	Petrol - Premium Unleaded	No	4	2	Yes		PTQ858	Italy	Victoria
48	https://www.gumtree.com.au//s-ad/innisfail/cars-vans-utes/1990-alfa-romeo-75-sedan/1125450915	-17.5226261	146.0285223	15000	 30/09/2016	 30/09/2016	Private seller	Alfa Romeo	75	2.0 TWIN SPARK	Sedan	1990	2.00E+05	Manual	Rear Wheel Drive	Petrol - Unleaded	Yes	4	2	Yes		472LTD	Italy	Queensland
49	https://www.gumtree.com.au//s-ad/lansvale/cars-vans-utes/2002-alfa-romeo-147-green-manual-hatchback/1140212696	-33.89852905	150.9519958	2499	 12/03/2017	 12/03/2017	Dealer used	Alfa Romeo	147		Hatchback	2002	150454	Manual			Yes	0	n			BF05LP	Italy	New South Wales
50	https://www.gumtree.com.au//s-ad/broke/cars-vans-utes/2002-alfa-romeo-156-sedan-1-years-rego-/1138277455	-32.775844	151.092511	5000	 06/02/2017	 09/02/2017	Private seller	Alfa Romeo	156	V6 24V	Sedan	2002	282888	Automatic	Front Wheel Drive	Petrol - Premium Unleaded	Yes	6	2	Yes	09-02-18		Italy	New South Wales
51	https://www.gumtree.com.au//s-ad/athelstone/cars-vans-utes/alfa-164/1140772278	-34.871481	138.705436	3000	 02/03/2017	 02/03/2017	Private seller	Alfa Romeo	164		Sedan	1994	150000	Manual			Yes	4	n	Yes		aa364c	Italy	South Australia
52	https://www.gumtree.com.au//s-ad/wanneroo/cars-vans-utes/alpha-romeo-spider/1137762543	-31.757563	115.816211	6000	 01/02/2017	 13/02/2017	Private seller	Alfa Romeo	Spider	LUXURY	Convertible	2002	140000	Manual	Front Wheel Drive	Petrol - Premium Unleaded	Yes	4	2	Yes	03-04-17	1bbt 895	Italy	Western Australia
53	https://www.gumtree.com.au//s-ad/dingley-village/cars-vans-utes/2002-alfa-romeo-147-selespeed/1138057670	-37.97622	145.125882	5500	 04/02/2017	 04/02/2017	Private seller	Alfa Romeo	147	SELESPEED	Hatchback	2002	150000	Automatic	Front Wheel Drive	Petrol - Premium Unleaded	Yes	4	2	Yes			Italy	Victoria
54	https://www.gumtree.com.au//s-ad/perth/cars-vans-utes/2003-alfa-romeo-147-hatchback/1141461104	-31.950524	115.860463	4000	 09/03/2017	 12/03/2017	Private seller	Alfa Romeo	147	2.0 TWIN SPARK	Hatchback	2003	131500	Manual	Front Wheel Drive	Petrol - Premium Unleaded	Yes	4	2	Yes	10-06-17		Italy	Western Australia
55	https://www.gumtree.com.au//s-ad/maidstone/cars-vans-utes/2003-alfa-romeo-spider-jts-black-5-speed-manual-convertible/1128067842	-37.78192902	144.8741455	6999	 03/03/2017	 03/03/2017	Dealer used	Alfa Romeo	Spider	JTS	Convertible	2003	128092	Manual	Front Wheel Drive	Petrol - Premium Unleaded	Yes	4	2			ACG092	Italy	Victoria
56	https://www.gumtree.com.au//s-ad/tewantin/cars-vans-utes/alfa-romeo/1133801990	-26.39372	153.016659	3000	 26/12/2016	 26/12/2016	Private seller	Alfa Romeo	Other		Sedan	2003	136000	Manual				0	n				Italy	Queensland
57	https://www.gumtree.com.au//s-ad/murray-bridge/cars-vans-utes/alpha-romeo/1138193772	-35.131151	139.265104	2600	 05/02/2017	 05/02/2017	Private seller	Alfa Romeo	156	JTS	Sedan	2003	195000	Manual	Front Wheel Drive	Petrol - Premium Unleaded	Yes	4	2	No			Italy	South Australia
58	https://www.gumtree.com.au//s-ad/waterford/cars-vans-utes/alfaromeo-156/1133337819	-27.708078	153.142584	3980	 29/01/2017	 29/01/2017	Dealer used	Alfa Romeo	156	JTS SELESPEED	Sedan	2003	79800	Automatic	Front Wheel Drive	Petrol - Premium Unleaded	Yes	4	2	No	04-06-17	tg	Italy	Queensland
59	https://www.gumtree.com.au//s-ad/kangaroo-point/cars-vans-utes/2003-alfa-romeo-147-hatchback/1137883807	-27.475432	153.036141	4500	 02/02/2017	 02/02/2017	Private seller	Alfa Romeo	147	2.0 TWIN SPARK	Hatchback	2003	160489	Manual	Front Wheel Drive	Petrol - Premium Unleaded	Yes	4	2	Yes		794 SLQ	Italy	Queensland
60	https://www.gumtree.com.au//s-ad/leichhardt/cars-vans-utes/alfa-romeo-156-v6-2003-auto-6-mths-rego-new-timing-belt-/1135932080	-33.882417	151.154762	5499	 15/01/2017	 08/03/2017	Private seller	Alfa Romeo	156	V6 24V	Sedan	2003	100600	Automatic	Front Wheel Drive	Petrol - Premium Unleaded	Yes	6	2	Yes	22-07-17	CGY39S	Italy	New South Wales
61	https://www.gumtree.com.au//s-ad/kogarah-bay/cars-vans-utes/alfa-romeo-2000-tspark/1126942649	-33.983541	151.124451	2500	 16/10/2016	 26/02/2017	Private seller	Alfa Romeo	156	2.0 TWIN SPARK	Sedan	2000	170427	Manual	Front Wheel Drive	Petrol - Premium Unleaded	No	4	2	Yes	29-06-17		Italy	New South Wales
62	https://www.gumtree.com.au//s-ad/pillar-valley/cars-vans-utes/2000-alfa-romeo-gtv-coupe/1129250865	-29.701595	153.162011	3000	 09/11/2016	 19/02/2017	Private seller	Alfa Romeo	GTV	2	Coupe (2 door)	2000	275000	Manual	Front Wheel Drive	Petrol - Premium Unleaded	Yes	4	2	No			Italy	New South Wales
63	https://www.gumtree.com.au//s-ad/middle-swan/cars-vans-utes/2000-alfa-romeo-spider-convertible/1136603353	-31.858956	116.019952	5800	 21/01/2017	 13/02/2017	Private seller	Alfa Romeo	Spider	All Others	Convertible	2000	111000	Manual	Front Wheel Drive	Petrol - Premium Unleaded	Yes	4	2	Yes		port11	Italy	Western Australia
64	https://www.gumtree.com.au//s-ad/leongatha/cars-vans-utes/2000-alfa-romeo-156-sedan/1114694023	-38.4740327	145.9436663	4000	 02/06/2016	 25/10/2016	Private seller	Alfa Romeo	156	2.0 SELESPEED TWIN SPARK	Sedan	2000	175000	Automatic	Front Wheel Drive	Petrol - Premium Unleaded	Yes	4	2	Yes		WEP493	Italy	Victoria
65	https://www.gumtree.com.au//s-ad/kensington-park/cars-vans-utes/alfa-romeo-147-5-door-hatch-excellent-condition-127-000km/1109108963	-34.920221	138.654296	5900	 04/04/2016	 26/02/2017	Private seller	Alfa Romeo	147	2.0 TWIN SPARK	Hatchback	2002	131000	Manual	Front Wheel Drive	Petrol - Premium Unleaded	Yes	4	2	Yes		WSX158	Italy	South Australia
66	https://www.gumtree.com.au//s-ad/gladstone/cars-vans-utes/2002-alfa-romeo-156-sedan/1128449435	-23.8426494	151.2488592	5200	 22/11/2016	 09/02/2017	Private seller	Alfa Romeo	156	JTS SELESPEED	Sedan	2002	140049	Automatic	Front Wheel Drive	Petrol - Premium Unleaded	Yes	4	2	Yes			Italy	Queensland
67	https://www.gumtree.com.au//s-ad/noosa-area/cars-vans-utes/2002-alfa-romeo-spider-convertible/1104385222	-26.1902977	152.6653914	4900	 16/02/2016	 19/05/2016	Private seller	Alfa Romeo	Spider	DUETTO	Convertible	2002	140000	Manual	Front Wheel Drive	Petrol - Premium Unleaded	Yes	4	2	No			Italy	Queensland
68	https://www.gumtree.com.au//s-ad/modbury/cars-vans-utes/2002-alfa-romeo-147-hatchback/1127941349	-34.833905	138.685109	4200	 27/10/2016	 30/01/2017	Private seller	Alfa Romeo	147	2.0 TWIN SPARK	Hatchback	2002	101000	Manual	Front Wheel Drive	Petrol - Premium Unleaded	Yes	4	n	Yes		S742BMP	Italy	South Australia
69	https://www.gumtree.com.au//s-ad/taylorville/cars-vans-utes/2002-alfa-romeo/1134636125	-34.119379	139.957856	4500	 04/01/2017	 04/01/2017	Private seller	Alfa Romeo	147	2.0 TWIN SPARK	Hatchback	2002	125000	Manual	Front Wheel Drive	Petrol - Premium Unleaded	Yes	4	2	Yes			Italy	South Australia
70	https://www.gumtree.com.au//s-ad/pyrmont/cars-vans-utes/2003-alfa-romeo-spider-convertible/1118079289	-33.869128	151.193452	8000	 09/07/2016	 14/01/2017	Private seller	Alfa Romeo	Spider	3.2 V6 24V	Convertible	2003	130000	Manual	Front Wheel Drive	Petrol - Premium Unleaded	Yes	6	n	Yes		DFR31Q	Italy	New South Wales
71	https://www.gumtree.com.au//s-ad/wynnum-west/cars-vans-utes/2003-alfa-romeo-156-sedan/1110102596	-27.45223	153.151829	3000	 14/04/2016	 04/07/2016	Private seller	Alfa Romeo	156	JTS	Sedan	2003	123500	Manual	Front Wheel Drive	Petrol - Premium Unleaded	Yes	4	2	No			Italy	Queensland
72	https://www.gumtree.com.au//s-ad/macgregor/cars-vans-utes/alfa-romero-156/1107944548	-35.211121	149.016398	3990	 23/03/2016	 25/02/2017	Private seller	Alfa Romeo	156		Sedan	2003	244000	Manual		Petrol - Premium Unleaded	Yes	0	n	Yes			Italy	Australian Capital Territory
73	https://www.gumtree.com.au//s-ad/pacific-pines/cars-vans-utes/2002-alfa-romeo-147-hatchback/1134965075	-27.940061	153.314392	2500	 07/01/2017	 09/02/2017	Private seller	Alfa Romeo	147	SELESPEED	Hatchback	2002	121100	Automatic	Front Wheel Drive	Petrol - Premium Unleaded	Yes	4	2	No			Italy	Queensland
74	https://www.gumtree.com.au//s-ad/keswick/cars-vans-utes/2002-alfa-romeo-spider-convertible/1136474191	-34.9436884	138.5775211	4500	 20/01/2017	 20/01/2017	Private seller	Alfa Romeo	Spider	All Others	Convertible	2002	152000	Manual	Front Wheel Drive	Petrol - Premium Unleaded	Yes	4	2	Yes	20-03-17		Italy	South Australia
75	https://www.gumtree.com.au//s-ad/logan-village/cars-vans-utes/alfa-romeo-147-selespeed/1126670794	-27.784956	153.11599	2500	 13/10/2016	 26/02/2017	Private seller	Alfa Romeo	147	2.0 TWIN SPARK	Hatchback	2003	201254	Manual	Front Wheel Drive	Petrol - Premium Unleaded	Yes	4	2		15-04-17	458mwy	Italy	Queensland
76	https://www.gumtree.com.au//s-ad/malaga/cars-vans-utes/alfa-romeo-147-twin-spark-5spd-manual-3door/1132769514	-31.858577	115.894297	4500	 24/01/2017	 24/01/2017	Dealer used	Alfa Romeo	147	2.0 TWIN SPARK	Hatchback	2002	116000	Manual	Front Wheel Drive	Petrol - Premium Unleaded	Yes	4	n	Yes		1GEE237	Italy	Western Australia
77	https://www.gumtree.com.au//s-ad/beecroft/cars-vans-utes/2000-alfa-romeo-gtv-coupe/1138046864	-33.753134	151.061315	24000	 04/02/2017	 04/02/2017	Private seller	Alfa Romeo	GTV	V6	Coupe (2 door)	2000	42648	Manual	Front Wheel Drive	Petrol - Premium Unleaded	Yes	6	3	Yes			Italy	New South Wales
78	https://www.gumtree.com.au//s-ad/ferny-creek/cars-vans-utes/2002-alfa-romeo-156-v6-auto-85-000-kms/1137134046	-37.876733	145.335317	7990	 26/01/2017	 23/02/2017	Private seller	Alfa Romeo	156	V6 24V MONZA	Sedan	2002	83700	Automatic	Front Wheel Drive	Petrol - Premium Unleaded	Yes	6	2	Yes	27-09-17	1FZ4AG	Italy	Victoria
79	https://www.gumtree.com.au//s-ad/landsdale/cars-vans-utes/2003-alfa-romeo-147/1138717671	-31.807526	115.866209	5999	 10/02/2017	 11/02/2017	Private seller	Alfa Romeo	147	SELESPEED	Hatchback	2003	66500	Automatic	Front Wheel Drive	Petrol - Premium Unleaded	Yes	4	2		10-05-17		Italy	Western Australia
80	https://www.gumtree.com.au//s-ad/taylors-lakes/cars-vans-utes/alfa-romeo-spider-jts-2003/1139894291	-37.698659	144.786369	8500	 22/02/2017	 22/02/2017	Private seller	Alfa Romeo	Sprint		Convertible	2003	172000	Manual				0	n		22-10-17	BLKJTS	Italy	Victoria
